MSC1891002633,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002634,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002648,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002650,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002652,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002654,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002655,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002657,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002658,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002661,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002663,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002665,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002666,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002667,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002676,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002677,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002678,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002680,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002681,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002682,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002684,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002685,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002688,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002691,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002692,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002695,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002698,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002699,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002700,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002702,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002703,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002705,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002706,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002707,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002709,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002739,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002740,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002742,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002745,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002746,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002748,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002749,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002750,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002752,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002755,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002756,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002758,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002761,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002762,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002763,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002765,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002767,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002769,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002770,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002771,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002773,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002774,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002776,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002777,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002779,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002780,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002783,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002787,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002788,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002789,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002795,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002796,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002798,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002800,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002802,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002804,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002805,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002808,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002809,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002812,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002817,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002819,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002820,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002828,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002829,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002830,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002832,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002834,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002836,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002838,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002840,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002841,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002844,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002845,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002846,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002872,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002873,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002876,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002877,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002878,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002880,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002881,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002883,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002885,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002887,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002888,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002891,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002894,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002897,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002899,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002901,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002902,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891002904,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002907,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891002910,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003023,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003024,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003025,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003027,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003028,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003030,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003034,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003035,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003036,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003038,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003039,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003040,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003042,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003043,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003044,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003046,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003047,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003049,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003050,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003057,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003058,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003059,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003061,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003063,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003065,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003067,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003069,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003071,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003074,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003077,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003082,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003083,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003085,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003086,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003087,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003089,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003090,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003092,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003093,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003095,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003096,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003141,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003142,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003145,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003182,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003183,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003185,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003187,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003188,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003191,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003192,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003193,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003196,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003197,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003200,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003201,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003203,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003205,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003206,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003207,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003235,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003236,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003239,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003243,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003246,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003247,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003248,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003251,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003252,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003254,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003255,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003258,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003260,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003263,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003269,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003270,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003273,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003274,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003276,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003278,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003280,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003298,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003299,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003301,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003302,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003303,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003305,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003307,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003308,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003309,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003316,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003325,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003328,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003337,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003338,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003345,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003348,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003351,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003352,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003353,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003357,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003361,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003386,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003387,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003389,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003391,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891003393,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003396,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003402,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003404,8/28/2018,Case Was Received,April 24 2018,I-130,No Change
MSC1891003405,8/28/2018,Case Was Received,April 24 2018,I-765,No Change
MSC1891003406,8/28/2018,Case Was Received,April 24 2018,I-131,No Change
MSC1891002639,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891002736,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891002960,8/28/2018,Case Was Received,April 25 2018,I-360,No Change
MSC1891002964,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891002965,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891002969,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003107,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003108,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003111,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003112,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003113,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003114,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003119,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003121,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003148,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003149,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003150,8/28/2018,Case Was Received,April 25 2018,I-360,No Change
MSC1891003153,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003161,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003162,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003163,8/28/2018,Case Was Received,April 25 2018,,No Change
MSC1891003164,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003166,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003168,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003170,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003171,8/28/2018,Case Was Received,April 25 2018,I-130,No Change
MSC1891003173,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003175,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003211,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003213,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003214,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003215,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003217,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003219,8/28/2018,Case Was Received,April 25 2018,,No Change
MSC1891003220,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003225,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003226,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003227,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003228,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003229,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003231,8/28/2018,Case Was Received,April 25 2018,,No Change
MSC1891003232,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003266,8/28/2018,Case Was Received,April 25 2018,I-130,No Change
MSC1891003267,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003283,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003286,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003319,8/28/2018,Case Was Received,April 25 2018,I-130,No Change
MSC1891003322,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003329,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003330,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003331,8/28/2018,Case Was Received,April 25 2018,I-360,No Change
MSC1891003333,8/28/2018,Case Was Received,April 25 2018,I-130,No Change
MSC1891003334,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891003341,8/28/2018,Case Was Received,April 25 2018,I-131,No Change
MSC1891003355,8/28/2018,Case Was Received,April 25 2018,I-765,No Change
MSC1891002613,8/28/2018,Form G-28 Was Rejected Because It Was Improperly Filed,April 27 2018,G-28,No Change
MSC1891002614,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002618,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002621,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002622,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002629,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002632,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002637,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002647,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002649,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002660,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002674,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002675,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002697,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002701,8/28/2018,Fingerprint Fee Was Received,April 27 2018,I-485,No Change
MSC1891002711,8/28/2018,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,April 27 2018,I-485,No Change
MSC1891002712,8/28/2018,Case Was Rejected Because It Was Improperly Filed,April 27 2018,I-765,No Change
MSC1891002713,8/28/2018,Case Rejected Because The Version Of The Form I Sent Is No Longer Accepted,April 27 2018,I-485,No Change
MSC1891002714,8/28/2018,Case Was Rejected Because It Was Improperly Filed,April 27 2018,I-765,No Change
MSC1891002715,8/28/2018,Case Was Rejected Because It Was Improperly Filed,April 27 2018,I-485,No Change
MSC1891002716,8/28/2018,Case Was Rejected Because It Was Improperly Filed,April 27 2018,I-130,No Change
